brand,model,discipline,price_eur,frame_material,tire_clearance_mm,groupset,weight_kg,url,image_url,description
CUBE,Nuroad C:62,road,3799.0,carbon,,Shimano Grx,8.3,https://rtech.fi/tuote/cube_nuroad_c62_race_gravelpyora?attr1_id=551,https://media.viskanassets.com/v2/rtechprod/normal/25029_nebula´n´blue_front.jpg,"Kevyt ja nopea kisa-gravel uudella Shimano GRX Di2 2x12 gravel-osasarjalla aktiiviharrastajalle. - C:62 -hiilikuiturunko - Langaton Shimano GRX Di2 2x12 -vaihteisto - Hydrauliset Shimano GRX -levyjarrut - Newmen Advanced SL X.R.36 -hiilikuitukiekot - Schwalbe G-One RS Pro 45 mm renkaat - Integroitu ohjaustanko - Shimano GRX 4iiii -kammet tehonmittauksella - Paino 8,3 kg"
CUBE,Nuroad C:62,road,4299.0,carbon,,Sram Force,8.6,https://rtech.fi/tuote/cube_nuroad_C62_SLX_gravel_pyora?attr1_id=674,https://media.viskanassets.com/v2/rtechprod/normal/25030_reedbeige´n´chrome_front.jpg,"Kärkiluokan gravelpyörä raskaaseen kisailuun ja harjoitteluun aktiiviharrastajalle. Tarkasti toimiva ja kovaa rasitusta kestävä sähköinen Sram GX AXS Transmission 1x12 -voimansiirto sekä korkeaprofiiliset Zipp 303 XPLR -gravel-kiekot.- C:62 -hiilikuiturunko - Sähköinen Sram GX AXS Transmission 1x12 -voimansiirto - Sram Force AXS E1 -levyjarrut - Korkeaprofiiliset ZIPP 303 XPLR -hiilikuitukiekot - Schwalbe G-One RX Pro 45 mm renkaat - Sram Force XPLR AXS -kammet tehonmittauksella - Paino 8,6 kg"
CUBE,Nuroad SLX,gravel,1849.0,aluminum,,Shimano Grx,10.3,https://rtech.fi/tuote/cube_nuroad_slx_gravelpyora?attr1_id=626,https://media.viskanassets.com/v2/rtechprod/normal/25025_molotov´n´black_front.jpg,"Bikepacking-retkeilijän ja aktiivikuskin gravelpyörä uudella alumiinirungolla, hiilikuituisilla putkiosilla sekä 1x12 Shimano GRX -voimansiirrolla. Rungossa on runsaasti kiinnikepaikkoja ja tilaa jopa 50 mm renkaille. - Aluminum 6061 T6 Superlite -alumiinirunko - Shimano GRX 1x12 -voimansiirto - Hydrauliset Shimano GRX -levyjarrut - hiilikuituinen tanko ja satulatolppa - Schwalbe G-One R 45 mm -renkaat- Hiilikuituinen satulatolppa ja ohjaustanko- Paino 10,3 kg- Painoraja 130 kg (pyörä + kuski + "
CUBE,Nuroad Race,gravel,1649.0,aluminum,,Shimano Grx,10.8,https://rtech.fi/tuote/cube_nuroad_race_gravelpyora?attr1_id=669,https://media.viskanassets.com/v2/rtechprod/normal/25024_cappuccino´n´black_front.jpg,"Bikepacking-retkeilijän ja aktiivikuskin gravelpyörä uudella alumiinirungolla ja 2x12 Shimano GRX -voimansiirrolla. Rungossa on runsaasti kiinnikepaikkoja ja tilaa jopa 50 mm renkaille. - Aluminum 6061 T6 Superlite -alumiinirunko - Runsaasti kiinnikepaikkoja laukuille ja telineille- Shimano GRX 2x12 -voimansiirto - Hydrauliset Shimano GRX -levyjarrut - Schwalbe G-One R 45 mm -renkaat - Paino 10,8 kg- Painoraja 130 kg (pyörä + kuski + kuorma)"
CUBE,Agree C:62,road,3599.0,carbon,,Shimano Ultegra,8.1,https://rtech.fi/tuote/cube_agree_c62_pro_maantiepyora?attr1_id=46,https://media.viskanassets.com/v2/rtechprod/normal/25019_blackline_front.jpg,"Kevyt ja nopea maantiepyörä Shimano Ultegra Di2 -sähkövaihteilla aktiiviharrastajalle. - C:62 -hiilikuiturunko - Langaton Shimano Ultegra Di2 2x12 -vaihteisto - Hydrauliset Shimano Ultegra -levyjarrut - Korkeaprofiiliset Newmen Advanced A.50 -hiilikuitukiekot - Paino 8,1 kg"
CUBE,Agree C:62,road,4299.0,carbon,,Sram Force,7.5,https://rtech.fi/tuote/cube_agree_c62_slx_maantiepyora?attr1_id=663,https://media.viskanassets.com/v2/rtechprod/normal/25020_nightshift´n´prism_front.jpg,"Kevyt ja todella nopea maantiepyörä Sram Force AXS E1 -sähkövaihteilla parasta vaativalle aktiiviharrastajalle.- C:62 -hiilikuiturunko- Sram Force AXS E1 2x12 -langaton vaihteisto- Sram Force AXS E1 HRD -levyjarrut- Sram Force AXS E1&nbsp;-kammet tehonmittauksella- Newmen Streem C.35/38 -hiilikuitukiekot- Paino 7,5 kg"
CUBE,Attain C:62,road,2699.0,carbon,,Shimano 105,8.4,https://rtech.fi/tuote/cube_attain_c62_slx_maantiepyora?attr1_id=660,https://media.viskanassets.com/v2/rtechprod/normal/25017_sleekgrey´n´prism_front.jpg,"Suorituskykyinen endurance-maantiepyörä hiilikuiturungolla ja Shimano 105 Di2 2x12 -sähkövaihteilla pitkille lenkeille sekä kovaan harjoitteluun.- C:62 -hiilikuiturunko- Hiilikuituinen etuhaarukka- Shimano 105 Di2 2x12 -sähkövaihteisto - Hydrauliset Shimano 105 -levyjarrut- Paino vain 8,4 kg"
CUBE,Attain C:62,road,3199.0,carbon,,,,https://rtech.fi/tuote/cube_attain_c62_slt_maantiepyora?attr1_id=661,https://media.viskanassets.com/v2/rtechprod/normal/25018_shiftmint´n´white_front.jpg,
Cube,Attain SLX,road,1600.0,carbon,,Shimano 105,9.6,https://www.bikester.fi/fi/articles/2.2506.153381/maantiepyora-cube-attain-slx-105-coalprism,https://03.cdn37.se/zY/images/2.2910894/maantiepyora-cube-attain-slx-105-coalprism.jpeg,"Nopea, herkkä ja mukava kilometrisyöppö, joka on kaunis katseltava Nopea maantiepyörä, joka on samalla ihanan mukava – onko se todella mahdollista? Haluaisimme itse asiassa kääntää ajattelun päälaelleen ja väittää, että terävämpiä suorituksia tarjoava maantiepyörä vaatii itse asiassa lisää mukavu..."
Cube,Agree C:62 SLT Dura,road,5799.0,carbon,,Shimano Dura-Ace,7.6,https://www.bikester.fi/fi/articles/2.2604.153394/aero-maantiepyora-cube-agree-c62-slt-dura-ace-di2-blackblack,https://03.cdn37.se/zY/images/2.2910972/aero-maantiepyora-cube-agree-c62-slt-dura-ace-di2-blackblack.jpeg,"Aerodynaaminen, reagoiva ja mukava kilometrisyöppö, joka on täysin UCI-hyväksytty Riippumatta siitä, onko tavoitteenasi viikonlopun kilpailu, arkipäivän harjoittelu tai vain halu ajaa hullun kovaa huvin vuoksi, reagoiva Cube Agree C:62 SLT tarjoaa täydellisen paketin. Tämä uskomattoman nopea maan..."
Cube,Attain C:62 SLX,road,2870.0,carbon,,Shimano 105,8.4,https://www.bikester.fi/fi/articles/2.2506.153386/maantiepyora-cube-attain-c62-slx-105-di2-sleekgreyprism,https://03.cdn37.se/zY/images/2.2910924/maantiepyora-cube-attain-c62-slx-105-di2-sleekgreyprism.jpeg,"Nopea, herkkä ja mukava kilometrisyöppö, joka on kaunis katseltava Nopea maantiepyörä, joka on samalla ihanan mukava – onko se todella mahdollista? Haluaisimme itse asiassa kääntää ajattelun päälaelleen ja väittää, että terävämpiä suorituksia tarjoava maantiepyörä vaatii itse asiassa lisää mukavu..."
Cube,Agree C:62 SLX, road,4599.0,carbon,,Sram Force,7.5,https://www.bikester.fi/fi/articles/2.2604.153392/aero-maantiepyora-cube-agree-c62-slx-sram-force-axs-nightshiftprism,https://03.cdn37.se/zY/images/2.2910960/aero-maantiepyora-cube-agree-c62-slx-sram-force-axs-nightshiftprism.jpeg,"Aerodynaaminen, reagoiva ja mukava kilometrisyöppö, joka on täysin UCI-hyväksytty Riippumatta siitä, onko tavoitteenasi viikonlopun kilpailu, arkipäivän harjoittelu tai vain halu ajaa hullun kovaa huvin vuoksi, reagoiva Cube Agree C:62 SLX tarjoaa täydellisen paketin. Tämä uskomattoman nopea maan..."
Cube, Attain Pro 2026,road,899.0,carbon,,Shimano Claris,10.5,https://mhw-bike.fi/cube-attain-pro-nautica-n-prism-2026-alumiininen-maantiepyoerae-125100-4,https://mhw-bike.fi/media/34/ba/2c/1756806733/125100-Cube-Attain-Pro-nautica-n-prism-2026-Aluminium-Rennrad-00.jpg?ts=1756806733,"Valamiehistö on tehnyt päätöksensä, ja tuomio on yksinkertainen: levyjarrut nopeuttavat ajamista. Siksi Attain Pro -malliin on asennettu luotettavat mekaaniset levyjarrut ja pitävät Continental Grand Prix 30 mm:n renkaat, jotta voit aina hallita pyörääsi…"
Cube, Attain C:62 SLX,road,2499.0,carbon,,Shimano 105,8.5,https://mhw-bike.fi/cube-attain-c-62-slx-lucidlilac-n-black-2026-carbon-maantiepyoerae-125610,https://mhw-bike.fi/media/2f/6a/c2/1756806795/125610-Cube-Attain-C-62-SLX-lucidlilac-n-black-2026-Carbon-Rennrad-00.jpg?ts=1756806795,Kilometrien keräämisen pitäisi olla hauskaa eikä työlästä. Siksi aloitimme varustamalla Attain C:62 SLX:n Shimanon legendaarisella 105 Di2 2x12 -vaihteistolla ja siihen sopivilla hydraulisilla levyjarruilla - koska niiden ansiosta nopeutesi hallinta on k…
Cube, Litening AIR C:68x, road,4159.2,carbon,,Sram Force,7.2,https://mhw-bike.fi/cube-litening-air-c-68x-pro-foggrey-n-white-2025-carbon-maantiepyoerae-828100-4,https://mhw-bike.fi/media/77/d8/7f/1734602606/828100-Cube-Litening-AIR-C-68X-Pro-foggrey-n-white-2025-Carbon-Rennrad-00poGbaXHLuR5LJ.jpg?ts=1734602606,"CUBE Litening AIR C:68X - täydellisyyttä maantieajon ystäville CUBE Litening AIR C:68X tekee vaikutuksen innovatiivisella rungolla, ensiluokkaisella vaihteistolla ja henkeäsalpaavalla muotoilulla. Tässä maantieajopyörässä yhdistyvät keveys, aerodynamiikk…"
Cube, Cross Race C:68x,cyclocross,3138.27,carbon,,Shimano Grx,7.6,https://mhw-bike.fi/cube-cross-race-c-68x-te-hydrogenblue-n-carbon-2025-cyclocross-832400-4,https://mhw-bike.fi/media/2c/86/37/1734602872/832400-Cube-Cross-Race-C-68X-TE-hydrogenblue-n-carbon-2025-Cyclocross-00s023rCR7sU6PF.jpg?ts=1734602872,"CUBE Cross Race C:68X TE - Täydellinen valinta cyclocrossiin Cube Cross Race C:68X TE on vaikuttava cyclocross-pyörä, joka on kehitetty erityisesti vaativiin maastoseikkailuihin. Laadukkaiden varusteiden ja edistyksellisen teknologian ansiosta tämä pyörä…"
Cube,Attain Race 2026,road,1099.0,aluminum,,Shimano Tiagra,10.2,https://mhw-bike.fi/cube-attain-race-foggrey-n-shift-2026-alumiininen-maantiepyoerae-125200-3,https://mhw-bike.fi/media/36/81/cc/1756806740/125200-Cube-Attain-Race-foggrey-n-shift-2026-Aluminium-Rennrad-00.jpg?ts=1756806740,"Attain Race -pyörän ideana on, että siinä yhdistyvät semi-aero maantiepyörän nopeus ja kevyen maastopyörän mukavuus. Niinpä asennimme esimerkiksi Shimanon kevyesti vaihtavat Tiagra 2x10 -vaihteet ja niihin sopivat Tiagra-hydrauliset levyjarrut. Kevyet ja…"
Trek,Domane AL 2 Gen 4,road,999.0,aluminum,,Shimano Claris,10.55,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-domane-al-2-gen-4,https://pyoravarikko.fi/cdn/shop/files/DomaneAL2-24-41587-A-Primary-Photoroom_1024x.jpg?v=1729837482,"Domane AL 2 on aito maantiepyörä ja täydellinen vaihtoehto lajin parissa aloitteleville. Se on mukava pitkillä lenkeillä, tarpeeksi nopea porukkalenkin tahdissa pysymiseen ja sillä uskaltaudut myös asfaltin ulkopuolelle."
Specialized,Diverge E5,gravel,1199.0,aluminum,,Shimano Claris,10.24,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/specialized-diverge-e5-1,https://pyoravarikko.fi/cdn/shop/files/95425-70_DIVERGE-E5-DUNEWHT-ASHGRY_HERO-PDP-Photoroom_1024x.jpg?v=1738089871,"Specialized Diverge E5 on täydellinen valinta gravel-pyöräilyyn, olipa tavoitteenasi paeta syrjäisille sorateille, osallistua ensimmäiseen gravel-kilpailuusi tai etsiä kaikkein monipuolisinta pyörää tielle ja maastoon. Alumiinirunko ja hiilikuituhaarukka antaa kevyen, kestävän ja mukavan ajokokemuksen. Pathfinder Sport 38 mm renkaat tekevät pyörästä tasapainoisen yhdistelmän vakaan ja ketterän."
Trek,Checkpoint ALR 3,gravel,1249.0,aluminum,,Shimano Sora,10.61,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-checkpoint-alr-3,https://pyoravarikko.fi/cdn/shop/files/CheckpointALR3-25-47530-A-Primary-Photoroom_1024x.jpg?v=1728948785,"Checkpoint ALR 3 on hinta-laatusuhteeltaan mallistonsa paras gravel-pyörä. Checkpoint ALR 3:n 300-sarjan Alpha-alumiinista tehdyn rungon ansiosta se ohjautuu tarkasti epätasaisilla sorateillä ja on mukava ja tasainen ajettava asfaltilla. Tubeless Ready -kiekot auttavat suojaamaan rengasrikoilta vaativilla ajoalustoilla, ja 2 x 9 -vaihteinen Shimanon osasarja ja mekaaniset levyjarrut pitävät menon luotettavana ja hinnan aisoissa."
Specialized,Allez,gravel,1299.0,aluminum,,Shimano Claris,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/specialized-allez-1,https://pyoravarikko.fi/cdn/shop/files/90022-74_ALLEZ-E5-DISC-LGNBLU-CLGRY-BLZ_HERO-Photoroom_1024x.jpg?v=1729134320,"Allez on kevyin maantiepyörä, joka tarjoaa erinomaisen luottamuksen, monipuolisuuden ja suorituskyvyn. E5-alumiiniseosrunko painaa vain 1375g ja yhdistettynä täyshiilikuituhaarukkaan se takaa nopean ja ketterän ajotuntuman. Laaja vaihdealue ja 35 mm rengasvälys mahdollistavat sujuvan ajon niin kaupungin kaduilla kuin karkeammilla teillä, ja levyjarrut tarjoavat tehokasta jarrutustehoa kaikissa sääolosuhteissa."
Specialized,Allez Sport,gravel,1329.0,aluminum,,Shimano Tiagra,9.04,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/specialized-allez-sport,https://pyoravarikko.fi/cdn/shop/files/90022-62_ALLEZ-E5-DISC-SPORT-TARBLK_HERO-Photoroom_e429df0d-a1b4-4190-aa06-f79f17028614_1024x.jpg?v=1731896565,"Specialized Allez Sport on kevyt ja näppärä maantiepyörä, joka sopii erinomaisesti niin aloitteleville maantiepyöräilijöille kuin kokeneemmillekin harrastajille. E5-alumiiniseoksesta valmistettu runko painaa vain 1375 g, ja täyshiilikuituhaarukka vähentää painoa entisestään sekä tasoittaa ajoa. Luottamusta lisää endurance-maantiegeometria, joka yhdistää mukavuuden pitkille lenkeille ja vakaan käsiteltävyyden mutkaisilla teillä."
GT,Grade Sport,gravel,1349.0,aluminum,,,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/gt-grade-sport,https://pyoravarikko.fi/cdn/shop/files/GradeSport_GRN_PD_1024x.webp?v=1712558938,GT Grade Comp on hyvä valinta sekä kokemattomille että kokeneille gravelpyöräilijöille. Käsintehty alumiinirunko tarjoaa hauskoja pyöräilykokemuksia kohtuulliseen hintaan.
Trek,Checkpoint ALR 4,gravel,1370.0,aluminum,,Sram Apex,9.91,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-checkpoint-alr-4,https://pyoravarikko.fi/cdn/shop/products/CheckpointALR4-24-41513-B-Primary_1024x.jpg?v=1699946514,"Checkpoint ALR 4 on hinta-laatusuhteeltaan erinomainen gravel-pyörä vähemmän kolutuilla teillä ajamiseen. Checkpoint ALR 4 reagoi 300-sarjan Alpha-alumiinista tehdyn rungon ansiosta ohjaukseen yhtä nopeasti niin epätasaisilla hiekka- ja sorateillä kuin sileällä asfaltilla. Monipuoliset ominaisuudet, kuten Tubeless Ready -kiekot, 11-vaihteinen SRAM Apex -voimansiirto ja mekaaniset levyjarrut, tekevät Checkpoint ALR 4:stä täydellisen kulkupelin, jolla on helppo siirtyä gravel-pyöräilyn suureen maa"
Trek,Checkpoint ALR 3,gravel,1399.0,aluminum,,,10.41,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-checkpoint-alr-3-26,https://pyoravarikko.fi/cdn/shop/files/TrekCheckpointALR3_1024x.jpg?v=1751549482,"Checkpoint ALR 3 on seikkailuun valmis alumiinirunkoinen gravel-pyörä, joka on luotu kaikkien teiden tutkimiseen. Sen moderni endurance-geometria pitää olon mukavana hiekka- ja sorateillä sekä kuoppaisilla ajoalustoilla. Lisäksi hiilikuituinen etuhaarukka auttaa vaimentamaan tiestä johtuvaa tärinää. Saat suorituskykyä kohtuulliseen hintaan. Pyörässä on Bontrager Paradigm -kiekot, 50 mm rengastilaa, 10-vaihteinen Shimano CUES U6000 -voimansiirto, mekaaniset levyjarrut ja runsaasti kiinnityspistei"
Superior,Superior X-Road 6.2 GR,road,1549.0,aluminum,,Shimano Grx,11.15,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/superior-x-road-6-2-gr,https://pyoravarikko.fi/cdn/shop/files/SuperiorX-Road6.2GR_1024x.jpg?v=1755516317,"Superior X-Road 6.2 GR on monipuolinen gravel-pyörä, joka soveltuu, sorateille, asfaltille ja tasaisemmille poluille. Kevyt alumiinirunko ja hiilikuituhaarukka tekevät siitä tasapainoisen ja kestävän valinnan pitkillekkin lenkeille. Shimano GRX 1x10 -vaihteisto antaa vaihteleviin maastoihin sopivan välityksen, ja hydrauliset levyjarrut tuovat varmuutta alamäkiin."
Trek,Domane AL 4 Gen 4,road,1599.0,aluminum,,Shimano Tiagra,10.35,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-domane-al-4-gen-4,https://pyoravarikko.fi/cdn/shop/products/DomaneAL4-24-41607-A-Primary_1024x.jpg?v=1699946554,"Domane AL 4 on aito maantiepyörä ja täydellinen vaihtoehto lajin parissa aloitteleville. Se on mukava pitkillä lenkeillä, tarpeeksi nopea porukkalenkin tahdissa pysymiseen ja sillä uskaltaudut myös asfaltin ulkopuolelle."
Orbea,Avant H40,gravel,1599.0,aluminum,,Shimano Tiagra,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-avant-h40-bronze,https://pyoravarikko.fi/cdn/shop/files/OrbeaAvantH40PV-3_1024x.jpg?v=1744628339,"Orbea Avant H40 on suunniteltu yhdistämään mukavuus ja suorituskyky pitkillä maantielenkeillä. Sen hydroformattu alumiinirunko ja täyshiilikuituinen etuhaarukka antaa tasapainoisen ajotuntuman. Uudistettu geometria mahdollistaa rennon ajoasennon, joka vähentää rasitusta. Integroitu runkokotelo tuo kätevän säilytystilan tarvittaville työkaluille ja varusteille."
Orbea,Avant H30,gravel,1899.0,aluminum,,Shimano 105,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-avant-h30,https://pyoravarikko.fi/cdn/shop/files/ORBEA250S10347BN_-Photoroom_1024x.jpg?v=1738827967,"Orbea Avant H30 on pitkille matkoille tehty maantiepyörä. Sen alumiinirunko ja hiilikuituhaarukka antaa kevyen ajokokemuksen, ja uusi geometria tarjoaa tasapainoisen ja mukautuvan ajotuntuman. Rungon suuri rengastila mahdollistaa jopa 35mm leveiden renkaiden käytön, mikä parantaa pitoa ja mukavuutta epätasaisilla teillä."
Superior,X-Road 6.5 GR,road,1899.0,aluminum,,Shimano Grx,10.45,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/superior-x-road-6-5-gr,https://pyoravarikko.fi/cdn/shop/files/SuperiorX-Road6.5GR42311_1024x.jpg?v=1755513879,"Superior X-Road 6.5 GR on monipuolinen gravel-pyörä, joka yhdistää nopeuden ja kestävyyden. Kevyt alumiinirunko, hiilikuituhaarukka ja 40 mm leveät renkaat tekevät siitä ihanteellisen pitkille matkoille asfaltilla ja vaihteleville sorareiteille. Shimano GRX 1x12 -vaihteisto ja hydrauliset levyjarrut takaa turvalliset ja huolettomat pyörälenkit."
Orbea,Terra H40,gravel,1999.0,aluminum,,,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-terra-h40-2023,https://pyoravarikko.fi/cdn/shop/products/ORBEA220M10502DA_e9395e40-d1b0-475c-b697-2bceca890d8c_1024x.jpg?v=1681809805,"Terran geometria on hiukan pystympi kuin normaalissa maantiepyörässä - lähellä endurance maantiepyörää. Geometrian puolesta Terra soveltuu monentyyppisille alustoille. Ajotuntuma on tarkka ja hallittava. Kulmat ja mitat on mietitty tarkkaan jokaisen runkokoon kohdalla, jotta eripituisille kuskeille löytyy sopiva runkogeometria"
Trek,Emonda ALR 5,road,1999.0,aluminum,,Shimano 105,9.17,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-emonda-alr-5,https://pyoravarikko.fi/cdn/shop/products/EmondaALR5-24-41426-B-Primary_1024x.jpg?v=1699946581,"Émonda ALR 5 Disc on superkevyt, alumiininen maantiepyörä, joka reagoi nopeasti ohjaukseen. Sen edistynyt Kammtail-putkimuotoilu ja H1.5-kisageometria antavat sille hiilikuitupyörän sulavalinjaisen ulkonäön ja ohjattavuuden alumiinipyörän hinnalla. Tämän ohella entistä paremmat osat, kuten luotettava Shimano 105 -voimansiirto ja kaikissa sääolosuhteissa tehokkaasti pysäyttävät hydrauliset levyjarrut, tekevät tästä pyörästä erinomaisen valinnan niin porukkalenkeille kuin kilpailuihin."
Orbea,Terra H40,gravel,1999.0,aluminum,,Shimano Grx,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-terra-h40-1,https://pyoravarikko.fi/cdn/shop/files/OrbeaTerraH40-4_1024x.jpg?v=1749214646,"Orbea Terra H40 on täydellinen valinta gravel-pyöräilyyn, yhdistäen monipuolisuuden, suorituskyvyn ja mukavuuden. Alumiinirunko, tarkkaan suunniteltu gravel-geometria ja laaja rengastila tekevät siitä ihanteellisen kumppanin niin pitkille seikkailuille kuin nopeille polkuajeluille. Tarjoaa erinomaisen hallinnan ja mukautettavuuden kaikkiin maastoihin."
Orbea,Terra H45 1X,gravel,2099.0,aluminum,,,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-terra-h45-1x,https://pyoravarikko.fi/cdn/shop/files/TERRAH451X2_1024x.jpg?v=1748335755,"Orbea Terra H45 1X on monipuolinen ja suorituskykyinen gravel-pyörä, joka on suunniteltu tarjoamaan mukavuutta, hallittavuutta ja kestävyyttä sorateillä ja vaihtelevassa maastossa. Tämä pyörä ei ole vain muunneltu maantiepyörä tai kevennetty maastopyörä, vaan alusta asti gravel-ajoon kehitetty malli, joka tuo tasapainon nopeuden ja ajomukavuuden välille."
Trek,Checkpoint ALR 5 Gen 3,gravel,2099.0,aluminum,,Sram Apex,9.87,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/trek-checkpoint-alr-5-26,https://pyoravarikko.fi/cdn/shop/files/TrekCheckpointALR56366_1024x.jpg?v=1751552039,"Checkpoint ALR 5 on alumiinirunkoinen gravelpyörä, joka on luotu seikkailuun kaikenlaisilla teillä. Sen moderni runkogeometria ja hiilikuituinen etuhaarukka parantavat ajomukavuutta vaimentamalla teiden epätasaisuuksia. Suuri rengastila mahdollistaa jopa 50 mm leveiden renkaiden käytön erinomaista pitoa varten. Siinä on 12-vaihteinen SRAM Apex XPLR -voimansiirto, hydrauliset levyjarrut, Bontrager Paradigm Tubeless Ready -kiekot sekä runsaasti kiinnityspisteitä laukuille ja varusteille."
GT,Grade Carbon X,gravel,2399.0,carbon,,Sram Apex,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/gt-grade-carbon-x,https://pyoravarikko.fi/cdn/shop/products/JoCaJwKg_1024x.jpg?v=1679380400,"GT Grade Carbon X on loistava valinta ensikertalaisille ja kokeneemmille sorapyöräilijöille. Käsin rakennettu hiilirunko tarjoaa hauskan ajokokemuksen kohtuulliseen hintaan. Runko on kaunis ja se on valmistettu GT:n Triple Triangle -tyylillä, jossa on kelluvat istuinraudat, jotka antavat rungolle joustavuutta ja mukavuutta kuskille. Pyörä on varustettu 40 mm:n joustolla varustetulla jousitushaarukalla ja luotettavalla Sram-vaihteistolla. Grade-mallisto sopii erinomaisesti myös retkeilyyn."
Orbea,Orca M30,road,2399.0,carbon,,Shimano 105,,https://pyoravarikko.fi/collections/maantie-ja-gravel-pyorat/products/orbea-orca-m30-1,https://pyoravarikko.fi/cdn/shop/files/ORBEA250S10747AJ_-Photoroom_1024x.jpg?v=1738327236,"Orbea Orca M30 2025 on huippuluokan kevyt maantiepyörä, joka yhdistää erinomaisen jäykkyyden, aerodynaamisen muotoilun ja ensiluokkaisen käsiteltävyyden. Sen OMR-hiilikuiturunko, optimaalinen jäykkyysrakennelma ja minimalistinen design tekevät siitä täydellisen valinnan niille, jotka haluavat maksimoida suorituskykynsä ylämäissä ja kiihdytyksissä."
